run_id,task_id,task_type,model,condition,variant,repetition,bucket,tier,behavior,needs_review,exec_ok,correct,correct_def,latency_total_s,latency_api_s
M3_C3_KP6_T2_A_r05,KP6_T2,T2,M3,C3,A,5,numeric_wrong,,answer,False,1,0,0,180.59,178.12
M1_C3_KP1_T2_B_r06,KP1_T2,T2,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,24.55,23.05
M3_C1_KP1_T1_B_r06,KP1_T1,T1,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,153.71,152.38
M2_C1_KP1_T2_B_r06,KP1_T2,T2,M2,C1,B,6,correct,,answer,False,1,1,1,65.71,64.03
M1_C4_KP1_T2_can_r06,KP1_T2,T2,M1,C4,can,6,correct,,answer,False,1,1,1,15.17,12.92
M3_C3_KP1_T2_B_r06,KP1_T2,T2,M3,C3,B,6,correct,,answer,False,1,1,1,37.8,36.03
M2_C3_KP1_T2_B_r06,KP1_T2,T2,M2,C3,B,6,correct,,answer,False,1,1,1,59.73,57.26
M2_C3_KP1_T1_B_r06,KP1_T1,T1,M2,C3,B,6,correct,,answer,False,1,1,1,171.53,170.31
M1_C1_KP1_T3_B_r06,KP1_T3,T3,M1,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,9.18,8.91
M2_C4_KP1_T2_can_r06,KP1_T2,T2,M2,C4,can,6,correct,,answer,False,1,1,1,43.59,41.74
M3_C2_KP1_T2_can_r06,KP1_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,98.94,97.26
M3_C3_KP1_T1_B_r06,KP1_T1,T1,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,182.81,181.44
M1_C2_KP1_T3_can_r06,KP1_T3,T3,M1,C2,can,6,correct,strict,answer,False,1,1,1,7.2,6.71
M1_C3_KP1_T3_B_r06,KP1_T3,T3,M1,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,12.48,12.23
M2_C2_KP1_T3_can_r06,KP1_T3,T3,M2,C2,can,6,correct,strict,answer,False,1,1,1,19.87,19.47
M2_C1_KP1_T3_B_r06,KP1_T3,T3,M2,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,37.2,36.88
M3_C1_KP1_T2_B_r06,KP1_T2,T2,M3,C1,B,6,correct,,answer,False,1,1,1,144.73,142.83
M1_C4_KP1_T3_can_r06,KP1_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,7.48,6.98
M3_C4_KP1_T3_can_r06,KP1_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,11.39,10.76
M2_C3_KP1_T3_B_r06,KP1_T3,T3,M2,C3,B,6,correct,strict,answer,False,1,1,1,28.2,27.93
M2_C4_KP1_T3_can_r06,KP1_T3,T3,M2,C4,can,6,correct,strict,answer,False,1,1,1,23.42,23.05
M1_C1_KP2_T1_B_r06,KP2_T1,T1,M1,C1,B,6,numeric_wrong,,answer,False,1,0,0,8.22,8.04
M3_C3_KP1_T3_B_r06,KP1_T3,T3,M3,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,35.37,35.13
M1_C2_KP2_T1_can_r06,KP2_T1,T1,M1,C2,can,6,correct,,answer,False,1,1,1,7.89,7.43
M2_C1_KP2_T1_B_r06,KP2_T1,T1,M2,C1,B,6,numeric_wrong,,answer,False,1,0,0,13.79,13.59
M3_C1_KP1_T3_B_r06,KP1_T3,T3,M3,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,68.81,68.33
M1_C3_KP2_T1_B_r06,KP2_T1,T1,M1,C3,B,6,correct,,answer,False,1,1,1,7.78,7.54
M2_C2_KP1_T2_can_r06,KP1_T2,T2,M2,C2,can,6,correct,,answer,False,1,1,1,178.35,176.67
M3_C3_KP2_T1_B_r06,KP2_T1,T1,M3,C3,B,6,correct,,answer,False,1,1,1,13.41,13.23
M1_C4_KP2_T1_can_r06,KP2_T1,T1,M1,C4,can,6,correct,,answer,False,1,1,1,5.56,5.15
M2_C2_KP2_T1_can_r06,KP2_T1,T1,M2,C2,can,6,correct,,answer,False,1,1,1,26.31,25.93
M3_C2_KP2_T1_can_r06,KP2_T1,T1,M3,C2,can,6,correct,,answer,False,1,1,1,28.64,28.25
M3_C2_KP1_T3_can_r06,KP1_T3,T3,M3,C2,can,6,correct,strict,answer,False,1,1,1,83.54,83.15
M2_C3_KP2_T1_B_r06,KP2_T1,T1,M2,C3,B,6,correct,,answer,False,1,1,1,28.18,28.01
M1_C1_KP2_T2_B_r06,KP2_T2,T2,M1,C1,B,6,correct,,answer,False,1,1,1,13.58,12.31
M2_C4_KP2_T1_can_r06,KP2_T1,T1,M2,C4,can,6,correct,,answer,False,1,1,1,15.52,14.56
M1_C2_KP2_T2_can_r06,KP2_T2,T2,M1,C2,can,6,correct,,answer,False,1,1,1,14.02,12.06
M3_C1_KP2_T1_B_r06,KP2_T1,T1,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,64.53,64.24
M1_C3_KP2_T2_B_r06,KP2_T2,T2,M1,C3,B,6,correct,,answer,False,1,1,1,18.28,16.87
M3_C1_KP4_T3_A_r05,KP4_T3,T3,M3,C1,A,5,numeric_wrong,wrong,answer,False,1,0,0,166.48,166.19
M3_C4_KP2_T1_can_r06,KP2_T1,T1,M3,C4,can,6,correct,,answer,False,1,1,1,51.46,51.0
M2_C1_KP2_T2_B_r06,KP2_T2,T2,M2,C1,B,6,code_error,,answer,False,0,0,0,50.14,49.95
M3_C4_KP1_T2_can_r06,KP1_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,167.81,166.24
M1_C4_KP2_T2_can_r06,KP2_T2,T2,M1,C4,can,6,correct,,answer,False,1,1,1,10.59,9.1
M1_C1_KP2_T3_B_r06,KP2_T3,T3,M1,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,8.48,8.19
M2_C2_KP2_T2_can_r06,KP2_T2,T2,M2,C2,can,6,correct,,answer,False,1,1,1,56.21,54.22
M2_C1_KP2_T3_B_r06,KP2_T3,T3,M2,C1,B,6,correct,strict,answer,False,1,1,1,9.49,9.18
M1_C2_KP2_T3_can_r06,KP2_T3,T3,M1,C2,can,6,numeric_wrong,wrong,answer,True,1,0,0,5.69,5.19
M3_C3_KP2_T2_B_r06,KP2_T2,T2,M3,C3,B,6,correct,,answer,False,1,1,1,39.4,37.73
M1_C3_KP2_T3_B_r06,KP2_T3,T3,M1,C3,B,6,numeric_wrong,wrong,answer,True,1,0,0,10.76,10.49
M2_C2_KP2_T3_can_r06,KP2_T3,T3,M2,C2,can,6,numeric_wrong,wrong,answer,True,1,0,0,24.42,23.94
M3_C1_KP2_T3_B_r06,KP2_T3,T3,M3,C1,B,6,correct,strict,answer,False,1,1,1,35.18,34.85
M3_C1_KP2_T2_B_r06,KP2_T2,T2,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,98.3,96.28
M1_C4_KP2_T3_can_r06,KP2_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,4.71,4.31
M2_C4_KP2_T2_can_r06,KP2_T2,T2,M2,C4,can,6,correct,,answer,False,1,1,1,53.86,52.42
M2_C3_KP2_T2_B_r06,KP2_T2,T2,M2,C3,B,6,correct,,answer,False,1,1,1,82.7,80.24
M1_C1_KP3_T1_B_r06,KP3_T1,T1,M1,C1,B,6,correct,,answer,False,1,1,1,15.36,14.86
M2_C4_KP2_T3_can_r06,KP2_T3,T3,M2,C4,can,6,format_failure,,answer,False,1,0,0,19.94,19.56
M3_C4_KP2_T3_can_r06,KP2_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,27.88,27.65
M3_C2_KP2_T3_can_r06,KP2_T3,T3,M3,C2,can,6,correct,strict,answer,False,1,1,1,64.02,63.63
M1_C2_KP3_T1_can_r06,KP3_T1,T1,M1,C2,can,6,correct,,answer,False,1,1,1,15.94,15.17
M1_C3_KP3_T1_B_r06,KP3_T1,T1,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,19.36,19.14
M2_C3_KP2_T3_B_r06,KP2_T3,T3,M2,C3,B,6,numeric_wrong,wrong,answer,True,1,0,0,73.96,73.81
M3_C2_KP3_T1_can_r06,KP3_T1,T1,M3,C2,can,6,correct,,answer,False,1,1,1,28.37,27.95
M1_C4_KP3_T1_can_r06,KP3_T1,T1,M1,C4,can,6,correct,,answer,False,1,1,1,7.14,6.67
M3_C4_KP2_T2_can_r06,KP2_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,123.4,121.58
M3_C3_KP2_T3_B_r06,KP2_T3,T3,M3,C3,B,6,numeric_wrong,wrong,answer,True,1,0,0,85.42,85.27
M2_C2_KP3_T1_can_r06,KP3_T1,T1,M2,C2,can,6,correct,,answer,False,1,1,1,46.68,46.33
M2_C4_KP3_T1_can_r06,KP3_T1,T1,M2,C4,can,6,correct,,answer,False,1,1,1,20.12,19.72
M1_C1_KP3_T2_B_r06,KP3_T2,T2,M1,C1,B,6,correct,,answer,False,1,1,1,22.11,20.96
M3_C2_KP2_T2_can_r06,KP2_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,199.18,197.85
M1_C2_KP3_T2_can_r06,KP3_T2,T2,M1,C2,can,6,numeric_wrong,,answer,False,1,0,0,23.67,22.21
M2_C3_KP3_T1_B_r06,KP3_T1,T1,M2,C3,B,6,correct,,answer,False,1,1,1,67.43,66.97
M1_C3_KP3_T2_B_r06,KP3_T2,T2,M1,C3,B,6,correct,,answer,False,1,1,1,19.63,18.48
M2_C2_KP3_T2_can_r06,KP3_T2,T2,M2,C2,can,6,numeric_wrong,,answer,False,1,0,0,35.93,34.55
M2_C1_KP3_T2_B_r06,KP3_T2,T2,M2,C1,B,6,correct,,answer,False,1,1,1,77.84,76.59
M2_C1_KP3_T1_B_r06,KP3_T1,T1,M2,C1,B,6,correct,,answer,False,1,1,1,142.91,142.75
M1_C4_KP3_T2_can_r06,KP3_T2,T2,M1,C4,can,6,correct,,answer,False,1,1,1,21.62,20.46
M3_C4_KP3_T1_can_r06,KP3_T1,T1,M3,C4,can,6,correct,,answer,False,1,1,1,100.0,99.62
M1_C1_KP3_T3_B_r06,KP3_T3,T3,M1,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,7.73,7.47
M2_C1_KP1_T1_B_r06,KP1_T1,T1,M2,C1,B,6,format_failure,,answer,False,0,0,0,291.06,291.05
M3_C2_KP3_T2_can_r06,KP3_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,91.27,89.81
M2_C3_KP3_T2_B_r06,KP3_T2,T2,M2,C3,B,6,correct,,answer,False,1,1,1,74.78,73.5
M2_C4_KP3_T2_can_r06,KP3_T2,T2,M2,C4,can,6,code_error,,answer,False,0,0,0,68.65,67.61
M1_C2_KP3_T3_can_r06,KP3_T3,T3,M1,C2,can,6,numeric_wrong,wrong,answer,False,1,0,0,14.56,13.88
M1_C3_KP3_T3_B_r06,KP3_T3,T3,M1,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,11.22,10.89
M3_C1_KP3_T2_B_r06,KP3_T2,T2,M3,C1,B,6,correct,,answer,False,1,1,1,160.49,158.41
M3_C3_KP3_T3_B_r06,KP3_T3,T3,M3,C3,B,6,format_failure,,answer,False,0,0,0,23.4,23.39
M2_C1_KP3_T3_B_r06,KP3_T3,T3,M2,C1,B,6,format_failure,,answer,False,1,0,0,92.98,92.63
M1_C4_KP3_T3_can_r06,KP3_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,7.39,7.03
M3_C1_KP3_T1_B_r06,KP3_T1,T1,M3,C1,B,6,format_failure,,answer,False,0,0,0,268.58,268.58
M2_C4_KP3_T3_can_r06,KP3_T3,T3,M2,C4,can,6,format_failure,,answer,False,1,0,0,15.34,14.89
M2_C2_KP3_T3_can_r06,KP3_T3,T3,M2,C2,can,6,numeric_wrong,wrong,answer,False,1,0,0,75.71,75.29
M3_C4_KP3_T2_can_r06,KP3_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,122.14,120.53
M3_C3_KP3_T2_B_r06,KP3_T2,T2,M3,C3,B,6,correct,,answer,False,1,1,1,153.06,151.54
M1_C1_KP4_T1_B_r06,KP4_T1,T1,M1,C1,B,6,numeric_wrong,,answer,False,1,0,0,12.68,11.51
M1_C2_KP4_T1_can_r06,KP4_T1,T1,M1,C2,can,6,numeric_wrong,,answer,False,1,0,0,13.18,11.85
M3_C2_KP3_T3_can_r06,KP3_T3,T3,M3,C2,can,6,numeric_wrong,wrong,answer,False,1,0,0,90.69,90.19
M3_C4_KP3_T3_can_r06,KP3_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,37.02,36.62
M1_C3_KP4_T1_B_r06,KP4_T1,T1,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,12.76,11.45
M1_C4_KP4_T1_can_r06,KP4_T1,T1,M1,C4,can,6,numeric_wrong,,answer,False,1,0,0,12.87,9.36
M2_C2_KP4_T1_can_r06,KP4_T1,T1,M2,C2,can,6,correct,,answer,False,1,1,1,36.28,34.13
M2_C4_KP4_T1_can_r06,KP4_T1,T1,M2,C4,can,6,correct,,answer,False,1,1,1,20.47,19.03
M2_C3_KP3_T3_B_r06,KP3_T3,T3,M2,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,113.06,112.58
M3_C2_KP4_T1_can_r06,KP4_T1,T1,M3,C2,can,6,correct,,answer,False,1,1,1,56.75,55.28
M1_C1_KP4_T2_B_r06,KP4_T2,T2,M1,C1,B,6,correct,,answer,False,1,1,1,13.83,11.62
M1_C2_KP4_T2_can_r06,KP4_T2,T2,M1,C2,can,6,correct,,answer,False,1,1,1,10.42,7.81
M3_C1_KP4_T2_B_r06,KP4_T2,T2,M3,C1,B,6,correct,,answer,False,1,1,1,16.7,12.97
M3_C1_KP4_T1_B_r06,KP4_T1,T1,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,78.71,78.42
M3_C4_KP4_T1_can_r06,KP4_T1,T1,M3,C4,can,6,correct,,answer,False,1,1,1,40.49,39.14
M2_C1_KP4_T2_B_r06,KP4_T2,T2,M2,C1,B,6,correct,,answer,False,1,1,1,29.33,26.29
M1_C3_KP4_T2_B_r06,KP4_T2,T2,M1,C3,B,6,correct,,answer,False,1,1,1,18.64,13.63
M2_C2_KP4_T2_can_r06,KP4_T2,T2,M2,C2,can,6,correct,,answer,False,1,1,1,28.31,23.83
M1_C4_KP4_T2_can_r06,KP4_T2,T2,M1,C4,can,6,correct,,answer,False,1,1,1,14.88,12.02
M2_C1_KP4_T1_B_r06,KP4_T1,T1,M2,C1,B,6,format_failure,,answer,False,0,0,0,109.86,109.84
M2_C3_KP4_T2_B_r06,KP4_T2,T2,M2,C3,B,6,numeric_wrong,,answer,False,1,0,0,39.7,37.1
M1_C1_KP4_T3_B_r06,KP4_T3,T3,M1,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,12.84,12.59
M3_C4_KP4_T2_can_r06,KP4_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,31.36,27.58
M3_C2_KP4_T2_can_r06,KP4_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,64.35,60.22
M1_C2_KP4_T3_can_r06,KP4_T3,T3,M1,C2,can,6,correct,strict,answer,False,1,1,1,8.44,6.25
M2_C4_KP4_T2_can_r06,KP4_T2,T2,M2,C4,can,6,correct,,answer,False,1,1,1,43.3,40.65
M2_C3_KP4_T1_B_r06,KP4_T1,T1,M2,C3,B,6,format_failure,,answer,False,0,0,0,124.45,124.44
M3_C1_KP3_T3_B_r06,KP3_T3,T3,M3,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,247.81,247.58
M1_C3_KP4_T3_B_r06,KP4_T3,T3,M1,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,17.41,17.26
M3_C3_KP4_T2_B_r06,KP4_T2,T2,M3,C3,B,6,correct,,answer,False,1,1,1,80.74,78.56
M1_C4_KP4_T3_can_r06,KP4_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,9.96,8.72
M2_C2_KP4_T3_can_r06,KP4_T3,T3,M2,C2,can,6,correct,strict,answer,False,1,1,1,34.35,33.39
M2_C1_KP4_T3_B_r06,KP4_T3,T3,M2,C1,B,6,defensible,defensible,answer,True,1,0,1,58.05,57.84
M1_C1_KP5_T1_B_r06,KP5_T1,T1,M1,C1,B,6,numeric_wrong,,answer,False,1,0,0,10.57,10.38
M2_C4_KP4_T3_can_r06,KP4_T3,T3,M2,C4,can,6,correct,strict,answer,False,1,1,1,24.46,23.45
M3_C3_KP4_T1_B_r06,KP4_T1,T1,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,160.74,160.59
M1_C2_KP5_T1_can_r06,KP5_T1,T1,M1,C2,can,6,numeric_wrong,,answer,False,1,0,0,11.6,10.44
M2_C1_KP5_T1_B_r06,KP5_T1,T1,M2,C1,B,6,correct,,answer,False,1,1,1,23.79,23.65
M3_C2_KP5_T1_can_r06,KP5_T1,T1,M3,C2,can,6,code_error,,answer,False,0,0,0,10.0,9.07
M2_C2_KP5_T1_can_r06,KP5_T1,T1,M2,C2,can,6,correct,,answer,False,1,1,1,21.64,20.3
M1_C3_KP5_T1_B_r06,KP5_T1,T1,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,9.44,9.25
M3_C4_KP4_T3_can_r06,KP4_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,43.99,43.06
M1_C4_KP5_T1_can_r06,KP5_T1,T1,M1,C4,can,6,correct,,answer,False,1,1,1,6.75,5.66
M2_C3_KP5_T1_B_r06,KP5_T1,T1,M2,C3,B,6,numeric_wrong,,answer,False,1,0,0,17.85,17.31
M3_C1_KP5_T1_B_r06,KP5_T1,T1,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,49.11,48.61
M1_C1_KP5_T2_B_r06,KP5_T2,T2,M1,C1,B,6,numeric_wrong,,answer,False,1,0,0,12.09,10.22
M2_C4_KP5_T1_can_r06,KP5_T1,T1,M2,C4,can,6,correct,,answer,False,1,1,1,28.32,27.25
M3_C3_KP5_T1_B_r06,KP5_T1,T1,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,41.01,40.71
M1_C2_KP5_T2_can_r06,KP5_T2,T2,M1,C2,can,6,numeric_wrong,,answer,False,1,0,0,18.39,15.11
M3_C4_KP5_T1_can_r06,KP5_T1,T1,M3,C4,can,6,correct,,answer,False,1,1,1,39.2,37.74
M2_C3_KP4_T3_B_r06,KP4_T3,T3,M2,C3,B,6,defensible,defensible,answer,True,1,0,1,109.9,108.75
M1_C3_KP5_T2_B_r06,KP5_T2,T2,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,12.59,10.34
M2_C1_KP5_T2_B_r06,KP5_T2,T2,M2,C1,B,6,code_error,,answer,False,0,0,0,58.79,55.93
M3_C1_KP5_T2_B_r06,KP5_T2,T2,M3,C1,B,6,correct,,answer,False,1,1,1,63.03,59.67
M1_C4_KP5_T2_can_r06,KP5_T2,T2,M1,C4,can,6,correct,,answer,False,1,1,1,19.69,12.07
M2_C3_KP5_T2_B_r06,KP5_T2,T2,M2,C3,B,6,correct,,answer,False,1,1,1,48.27,42.26
M1_C1_KP5_T3_B_r06,KP5_T3,T3,M1,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,6.31,5.95
M3_C2_KP5_T2_can_r06,KP5_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,62.25,58.83
M3_C2_KP4_T3_can_r06,KP4_T3,T3,M3,C2,can,6,defensible,defensible,answer,True,1,0,1,176.83,174.75
M3_C3_KP3_T1_B_r06,KP3_T1,T1,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,239.94,239.5
M1_C2_KP5_T3_can_r06,KP5_T3,T3,M1,C2,can,6,numeric_wrong,wrong,answer,False,1,0,0,7.81,5.28
M2_C2_KP5_T2_can_r06,KP5_T2,T2,M2,C2,can,6,code_error,,answer,False,0,0,0,80.38,76.84
M2_C4_KP5_T2_can_r06,KP5_T2,T2,M2,C4,can,6,correct,,answer,False,1,1,1,37.29,33.92
M1_C3_KP5_T3_B_r06,KP5_T3,T3,M1,C3,B,6,correct,strict,answer,False,1,1,1,5.29,5.06
M2_C2_KP5_T3_can_r06,KP5_T3,T3,M2,C2,can,6,correct,strict,answer,False,1,1,1,27.12,25.65
M3_C4_KP5_T2_can_r06,KP5_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,49.62,46.89
M3_C2_KP5_T3_can_r06,KP5_T3,T3,M3,C2,can,6,correct,strict,answer,False,1,1,1,28.32,26.73
M1_C4_KP5_T3_can_r06,KP5_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,6.79,5.45
M2_C3_KP5_T3_B_r06,KP5_T3,T3,M2,C3,B,6,correct,strict,answer,False,1,1,1,24.74,24.53
M3_C3_KP5_T2_B_r06,KP5_T2,T2,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,93.08,90.21
M2_C4_KP5_T3_can_r06,KP5_T3,T3,M2,C4,can,6,correct,strict,answer,False,1,1,1,12.52,11.21
M3_C1_KP5_T3_B_r06,KP5_T3,T3,M3,C1,B,6,correct,strict,answer,False,1,1,1,48.31,48.04
M3_C4_KP5_T3_can_r06,KP5_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,20.7,19.38
M1_C1_KP6_T1_B_r06,KP6_T1,T1,M1,C1,B,6,code_error,,answer,False,0,0,0,19.08,18.87
M1_C2_KP6_T1_can_r06,KP6_T1,T1,M1,C2,can,6,numeric_wrong,,answer,False,1,0,0,14.19,12.8
M3_C3_KP5_T3_B_r06,KP5_T3,T3,M3,C3,B,6,correct,strict,answer,False,1,1,1,53.47,53.15
M3_C2_KP6_T1_can_r06,KP6_T1,T1,M3,C2,can,6,correct,,answer,False,1,1,1,21.57,20.26
M1_C3_KP6_T1_B_r06,KP6_T1,T1,M1,C3,B,6,numeric_wrong,,answer,False,1,0,0,21.05,20.87
M2_C2_KP6_T1_can_r06,KP6_T1,T1,M2,C2,can,6,correct,,answer,False,1,1,1,33.04,31.02
M1_C4_KP6_T1_can_r06,KP6_T1,T1,M1,C4,can,6,correct,,answer,False,1,1,1,12.79,11.51
M1_C1_KP6_T2_B_r06,KP6_T2,T2,M1,C1,B,6,format_failure,,answer,False,0,0,0,3.14,3.13
M2_C1_KP5_T3_B_r06,KP5_T3,T3,M2,C1,B,6,correct,strict,answer,False,1,1,1,131.83,130.61
M2_C1_KP6_T1_B_r06,KP6_T1,T1,M2,C1,B,6,numeric_wrong,,answer,False,1,0,0,99.49,99.24
M2_C1_KP6_T2_B_r06,KP6_T2,T2,M2,C1,B,6,code_error,,answer,False,0,0,0,59.98,58.14
M1_C2_KP6_T2_can_r06,KP6_T2,T2,M1,C2,can,6,correct,,answer,False,1,1,1,18.53,16.15
M2_C4_KP6_T1_can_r06,KP6_T1,T1,M2,C4,can,6,correct,,answer,False,1,1,1,86.09,84.66
M3_C1_KP6_T2_B_r06,KP6_T2,T2,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,47.41,44.86
M1_C3_KP6_T2_B_r06,KP6_T2,T2,M1,C3,B,6,code_error,,answer,False,0,0,0,13.69,11.79
M2_C3_KP6_T1_B_r06,KP6_T1,T1,M2,C3,B,6,numeric_wrong,,answer,False,1,0,0,125.72,124.42
M3_C1_KP6_T1_B_r06,KP6_T1,T1,M3,C1,B,6,numeric_wrong,,answer,False,1,0,0,141.28,139.84
M2_C2_KP6_T2_can_r06,KP6_T2,T2,M2,C2,can,6,correct,,answer,False,1,1,1,45.35,43.08
M3_C3_KP6_T2_B_r06,KP6_T2,T2,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,20.85,18.46
M1_C4_KP6_T2_can_r06,KP6_T2,T2,M1,C4,can,6,numeric_wrong,,answer,False,1,0,0,13.99,11.85
M3_C4_KP6_T1_can_r06,KP6_T1,T1,M3,C4,can,6,correct,,answer,False,1,1,1,117.33,116.04
M1_C1_KP6_T3_B_r06,KP6_T3,T3,M1,C1,B,6,code_error,,answer,False,0,0,0,10.96,10.5
M2_C3_KP6_T2_B_r06,KP6_T2,T2,M2,C3,B,6,code_error,,answer,False,0,0,0,37.89,36.11
M1_C2_KP6_T3_can_r06,KP6_T3,T3,M1,C2,can,6,correct,strict,answer,False,1,1,1,12.46,11.1
M2_C1_KP6_T3_B_r06,KP6_T3,T3,M2,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,27.3,26.07
M2_C2_KP6_T3_can_r06,KP6_T3,T3,M2,C2,can,6,numeric_wrong,wrong,answer,False,1,0,0,19.91,17.98
M3_C3_KP6_T1_B_r06,KP6_T1,T1,M3,C3,B,6,numeric_wrong,,answer,False,1,0,0,156.9,155.83
M1_C3_KP6_T3_B_r06,KP6_T3,T3,M1,C3,B,6,code_error,,answer,False,0,0,0,10.48,10.1
M3_C2_KP6_T3_can_r06,KP6_T3,T3,M3,C2,can,6,correct,strict,answer,False,1,1,1,17.95,16.72
M2_C4_KP6_T2_can_r06,KP6_T2,T2,M2,C4,can,6,correct,,answer,False,1,1,1,50.6,48.3
M3_C4_KP6_T2_can_r06,KP6_T2,T2,M3,C4,can,6,correct,,answer,False,1,1,1,42.71,40.49
M1_C4_KP6_T3_can_r06,KP6_T3,T3,M1,C4,can,6,correct,strict,answer,False,1,1,1,6.64,5.35
M3_C1_KP6_T3_B_r06,KP6_T3,T3,M3,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,46.51,45.22
M3_C1_KP4_T3_B_r06,KP4_T3,T3,M3,C1,B,6,numeric_wrong,wrong,answer,False,1,0,0,122.53,122.35
M1_C1_KP1_T1_B_r07,KP1_T1,T1,M1,C1,B,7,numeric_wrong,,answer,False,1,0,0,13.64,12.31
M2_C3_KP6_T3_B_r06,KP6_T3,T3,M2,C3,B,6,format_failure,,answer,False,0,0,0,20.33,20.32
M1_C2_KP1_T1_can_r07,KP1_T1,T1,M1,C2,can,7,correct,,answer,False,1,1,1,7.63,6.0
M3_C2_KP6_T2_can_r06,KP6_T2,T2,M3,C2,can,6,correct,,answer,False,1,1,1,107.79,105.65
M2_C2_KP1_T1_can_r07,KP1_T1,T1,M2,C2,can,7,correct,,answer,False,1,1,1,19.34,18.14
M3_C3_KP6_T3_B_r06,KP6_T3,T3,M3,C3,B,6,code_error,,answer,False,0,0,0,35.67,34.53
M2_C4_KP6_T3_can_r06,KP6_T3,T3,M2,C4,can,6,correct,strict,answer,False,1,1,1,33.65,32.5
M1_C4_KP1_T1_can_r07,KP1_T1,T1,M1,C4,can,7,correct,,answer,False,1,1,1,6.93,5.37
M1_C3_KP1_T1_B_r07,KP1_T1,T1,M1,C3,B,7,numeric_wrong,,answer,False,1,0,0,27.65,26.2
M2_C4_KP1_T1_can_r07,KP1_T1,T1,M2,C4,can,7,format_failure,,answer,False,1,0,0,16.32,15.9
M3_C4_KP6_T3_can_r06,KP6_T3,T3,M3,C4,can,6,correct,strict,answer,False,1,1,1,53.42,52.24
M3_C3_KP4_T3_B_r06,KP4_T3,T3,M3,C3,B,6,numeric_wrong,wrong,answer,False,1,0,0,136.31,136.06
M1_C1_KP1_T2_B_r07,KP1_T2,T2,M1,C1,B,7,numeric_wrong,,answer,False,1,0,0,18.58,16.71
M1_C2_KP1_T2_can_r07,KP1_T2,T2,M1,C2,can,7,correct,,answer,False,1,1,1,15.36,13.09
M3_C4_KP1_T1_can_r07,KP1_T1,T1,M3,C4,can,7,correct,,answer,False,1,1,1,45.33,44.53
M2_C3_KP1_T1_B_r07,KP1_T1,T1,M2,C3,B,7,numeric_wrong,,answer,False,1,0,0,58.08,56.37
M3_C2_KP1_T1_can_r07,KP1_T1,T1,M3,C2,can,7,correct,,answer,False,1,1,1,81.67,80.6
